CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Num,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,"Luxury_(716.0, 979.0]","Luxury_(979.0, 2365.0]","Luxury_(2365.0, 35987.0]"
0,3.4965075614664802,0,4.30406509320417,0.0,6.817173900750898,0.0,4.736198448394496,1,0.6931471805599453,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,3.8918202981106265,0,6.579251212010101,0.6931471805599453,4.189654742026425,0.0,3.2188758248682006,0,0.6931471805599453,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,3.367295829986474,0,2.1972245773362196,6.882437470997847,2.5649493574615367,1.0986122886681098,2.0794415416798357,1,1.0986122886681098,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3.4657359027997265,0,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,0,6.80128303447162,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,3.332204510175204,0,7.137119442109403,4.812184355372417,0.0,0.0,0.0,0,1.3862943611198906,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,3.2188758248682006,0,0.0,0.6931471805599453,0.0,0.0,6.45833828334479,0,1.6094379124341003,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,3.828641396489095,0,0.0,0.0,0.0,0.0,0.0,1,1.791759469228055,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,2.70805020110221,0,6.023447592961033,0.0,0.6931471805599453,0.0,6.522092798170152,0,1.9459101490553132,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0.6931471805599453,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,3.912023005428146,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,3.4011973816621555,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,2.3978952727983707,0,0.0,0.0,0.0,0.0,0.0,1,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,0.6931471805599453,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,2.0794415416798357,0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,3.091042453358316,0,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1,4.143134726391533,0,0.0,0.0,0.0,0.0,0.0,1,1.0986122886681098,True,False,False,True,False,True,False,False,False,False,False,False,False,False
0,2.772588722239781,0,0.0,5.420534999272286,0.0,6.906754778648554,0.0,0,1.9459101490553132,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3.5553480614894135,0,3.1354942159291497,7.88998355290757,0.0,7.271703706887368,5.796057750765372,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,3.784189633918261,0,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,0,2.1972245773362196,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,3.4965075614664802,0,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,0,1.6094379124341003,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,3.871201010907891,0,5.3706380281276624,0.0,6.817173900750898,0.0,7.114769448366463,1,2.302585092994046,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0,1.0986122886681098,0,0.0,0.0,0.0,0.0,0.0,1,2.302585092994046,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.044522437723423,0,0.0,0.0,6.817173900750898,6.898714534329988,0.0,1,2.302585092994046,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1,3.367295829986474,0,0.0,0.0,0.0,0.0,0.0,1,0.6931471805599453,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,3.1780538303479458,0,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,0,0.6931471805599453,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,2.772588722239781,0,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,0,2.1972245773362196,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,3.044522437723423,0,6.318968113746434,5.278114659230517,0.0,7.362772165919547,0.0,0,2.3978952727983707,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,3.4339872044851463,0,0.0,0.0,0.0,0.0,0.0,0,0.6931471805599453,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2.8903717578961645,0,0.0,0.0,0.0,0.0,0.0,1,1.0986122886681098,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.828641396489095,0,0.0,5.10594547390058,3.828641396489095,7.362772165919547,6.752270376141742,0,1.3862943611198906,True,False,False,True,True,False,False,False,False,False,False,False,False,True
1,4.02535169073515,0,0.0,0.0,0.0,0.0,0.0,0,1.3862943611198906,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1.6094379124341003,0,0.0,0.0,0.0,0.0,0.0,1,1.3862943611198906,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,3.091042453358316,0,0.0,0.0,0.0,0.0,0.0,1,1.3862943611198906,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,3.091042453358316,0,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,0,2.3978952727983707,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,2.995732273553991,0,0.0,0.0,0.0,0.0,0.0,1,2.3978952727983707,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.58351893845611,0,6.673297967767654,0.0,0.0,0.0,0.0,0,0.6931471805599453,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,4.04305126783455,0,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,0,1.0986122886681098,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,3.332204510175204,0,1.6094379124341003,0.0,1.0986122886681098,7.362772165919547,0.0,0,1.9459101490553132,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,3.258096538021482,0,0.0,0.0,6.817173900750898,0.0,0.6931471805599453,1,2.4849066497880004,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,1.0986122886681098,0,0.0,0.0,0.0,0.0,0.0,1,0.6931471805599453,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,3.6635616461296463,0,0.0,0.0,0.0,0.0,0.0,1,0.6931471805599453,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3.332204510175204,0,5.634789603169249,6.406879986069314,6.817173900750898,5.659482215759621,1.3862943611198906,1,0.6931471805599453,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3.6109179126442243,0,0.0,0.0,0.0,0.0,0.0,0,2.0794415416798357,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,3.1354942159291497,0,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,0,2.5649493574615367,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,4.143134726391533,0,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,0,2.6390573296152584,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,2.772588722239781,0,0.0,0.0,0.0,0.0,0.0,1,2.70805020110221,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,3.5263605246161616,0,0.0,0.0,0.0,0.0,0.0,1,1.3862943611198906,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,4.143134726391533,0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,0,1.9459101490553132,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2.3978952727983707,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,2.9444389791664403,0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,1,2.3978952727983707,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.091042453358316,0,7.137119442109403,3.6375861597263857,0.0,0.0,3.2188758248682006,0,2.772588722239781,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,3.332204510175204,0,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,0,1.6094379124341003,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,3.7612001156935624,0,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,1,2.833213344056216,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,2.995732273553991,0,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,0,2.6390573296152584,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,2.8903717578961645,0,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,0,2.70805020110221,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,2.70805020110221,0,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,0,2.8903717578961645,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3.6375861597263857,0,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,0,1.3862943611198906,False,True,True,False,False,False,True,False,False,False,False,True,False,False
0,3.7612001156935624,0,0.6931471805599453,7.88998355290757,0.0,0.0,6.2285110035911835,1,1.3862943611198906,True,False,False,True,False,True,False,False,False,False,False,False,False,True
0,3.332204510175204,0,4.997212273764115,0.0,6.817173900750898,0.0,0.0,1,2.9444389791664403,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,3.367295829986474,0,2.70805020110221,0.0,6.817173900750898,0.0,0.0,1,2.772588722239781,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,3.6635616461296463,0,0.0,7.88998355290757,0.0,5.7745515455444085,7.300607849039457,0,1.6094379124341003,True,False,False,True,False,True,False,False,False,False,False,False,False,True
1,2.6390573296152584,0,0.0,0.0,0.0,0.0,0.0,0,2.6390573296152584,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.7612001156935624,0,7.137119442109403,0.0,0.0,0.0,0.0,0,2.833213344056216,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1,1.0986122886681098,0,0.0,0.0,0.0,0.0,0.0,1,2.833213344056216,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,2.1972245773362196,0,0.0,0.0,0.0,0.0,0.0,1,2.833213344056216,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.2188758248682006,0,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,1,2.70805020110221,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,3.713572066704308,0,0.0,0.0,0.0,0.0,0.0,1,1.791759469228055,True,False,False,True,False,True,False,False,False,False,False,False,False,False
0,3.784189633918261,0,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,0,2.8903717578961645,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,3.828641396489095,0,0.0,0.0,0.0,0.0,0.0,1,1.791759469228055,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,3.58351893845611,0,0.0,0.0,0.0,0.0,0.0,1,2.772588722239781,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,3.295836866004329,0,0.0,0.0,0.0,0.0,0.0,1,2.833213344056216,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.332204510175204,0,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,0,3.044522437723423,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,2.995732273553991,0,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,0,2.302585092994046,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2.302585092994046,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1.3862943611198906,0,0.0,0.0,0.0,0.0,0.0,1,2.302585092994046,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,4.007333185232471,0,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,0,1.0986122886681098,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3.295836866004329,0,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,0,2.4849066497880004,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,3.295836866004329,0,0.0,7.88998355290757,6.817173900750898,0.0,4.477336814478207,1,2.4849066497880004,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,3.1780538303479458,0,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,0,2.995732273553991,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,1.0986122886681098,0,0.0,0.0,0.0,0.0,0.0,1,2.5649493574615367,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,3.4657359027997265,0,0.0,0.0,0.0,0.0,0.0,1,6.80128303447162,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,2.9444389791664403,0,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,0,3.1780538303479458,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,3.2188758248682006,0,0.0,0.0,0.0,0.0,2.8903717578961645,1,3.2188758248682006,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,2.302585092994046,0,0.0,0.0,0.0,0.0,0.0,1,2.9444389791664403,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1.9459101490553132,0,0.0,0.0,0.0,0.0,0.0,0,2.9444389791664403,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.332204510175204,0,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,0,3.091042453358316,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,3.091042453358316,0,7.137119442109403,1.791759469228055,2.8903717578961645,0.0,0.0,0,1.0986122886681098,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1,3.1780538303479458,0,0.0,0.0,0.0,0.0,0.0,0,2.995732273553991,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.4657359027997265,0,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,0,2.995732273553991,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2.995732273553991,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.4965075614664802,0,0.0,6.018593214496234,1.9459101490553132,7.362772165919547,6.639875833826536,0,6.80128303447162,True,False,False,True,False,False,False,False,True,False,False,False,False,True
0,3.713572066704308,0,0.0,5.805134968916488,0.0,0.0,7.300607849039457,0,1.791759469228055,True,False,False,True,True,False,False,False,False,False,False,False,True,False
0,3.7612001156935624,0,7.137119442109403,7.88998355290757,0.0,7.362772165919547,6.100318952020064,1,1.791759469228055,True,False,False,True,True,False,False,False,False,False,False,False,False,True
1,3.367295829986474,0,0.0,0.0,0.0,0.0,0.0,1,1.791759469228055,True,False,False,True,True,False,False,False,False,False,False,False,False,False
1,3.4011973816621555,0,0.0,0.0,0.0,0.0,0.0,1,1.9459101490553132,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0,3.8918202981106265,1,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,1,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,4.174387269895637,0,0.0,0.0,6.690842277418564,0.0,0.0,1,3.1780538303479458,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,3.332204510175204,0,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,0,3.044522437723423,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,3.295836866004329,0,0.0,0.0,0.0,0.0,0.0,1,3.2188758248682006,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.5263605246161616,0,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,1,1.6094379124341003,True,False,False,True,False,False,True,False,False,False,False,False,False,True
0,3.6888794541139363,0,0.0,7.76004068088038,0.0,4.189654742026425,7.300607849039457,0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,2.6390573296152584,0,0.0,0.0,0.0,0.0,0.0,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,3.2188758248682006,0,0.0,0.0,0.0,0.0,0.0,1,3.258096538021482,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.4011973816621555,0,0.0,0.0,0.0,6.551080335043404,4.31748811353631,0,3.091042453358316,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,2.9444389791664403,0,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,0,3.332204510175204,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,4.219507705176107,0,0.0,0.0,0.0,0.0,0.0,1,3.332204510175204,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.58351893845611,0,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,0,2.0794415416798357,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,4.127134385045092,1,7.137119442109403,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,0,1.3862943611198906,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,3.828641396489095,0,7.137119442109403,1.9459101490553132,0.0,0.0,0.0,0,2.1972245773362196,False,True,False,True,False,False,False,True,False,False,False,False,True,False
1,3.1354942159291497,0,0.0,0.0,0.0,0.0,0.0,1,3.1354942159291497,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,2.995732273553991,0,0.0,0.0,0.0,0.0,0.0,1,3.4011973816621555,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.6109179126442243,0,7.137119442109403,0.0,0.0,0.0,0.0,0,1.791759469228055,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,2.995732273553991,0,0.0,2.70805020110221,6.594413459749778,0.0,0.0,1,2.8903717578961645,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,3.871201010907891,0,4.584967478670572,6.037870919922137,4.844187086458591,3.258096538021482,4.02535169073515,0,3.1780538303479458,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1,2.6390573296152584,0,0.0,0.0,0.0,0.0,0.0,1,2.9444389791664403,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.5553480614894135,0,0.0,3.1354942159291497,0.0,6.336825731146441,5.337538079701318,0,1.791759469228055,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,3.58351893845611,0,0.0,0.0,0.0,0.0,0.0,1,1.9459101490553132,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,3.2188758248682006,0,0.0,0.0,0.0,0.0,0.0,1,2.995732273553991,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.295836866004329,0,6.089044875446846,0.0,0.0,0.0,6.137727054086234,0,3.4011973816621555,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,3.4657359027997265,0,0.0,0.0,4.584967478670572,0.0,0.0,0,3.4339872044851463,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.044522437723423,0,0.0,6.042632833682381,5.351858133476067,0.0,0.0,1,3.4657359027997265,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,4.04305126783455,0,0.0,0.0,0.0,0.0,0.0,0,3.258096538021482,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,3.9318256327243257,0,0.0,0.0,0.0,0.0,0.0,1,3.295836866004329,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.7612001156935624,0,6.9782137426306985,0.0,2.3978952727983707,0.0,4.343805421853684,0,3.4657359027997265,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,3.332204510175204,0,0.0,0.0,0.0,0.0,0.0,1,3.332204510175204,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,3.6635616461296463,0,0.0,0.0,0.0,0.0,0.0,0,3.044522437723423,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,3.7376696182833684,0,0.0,0.0,0.0,0.0,6.410174881966167,0,3.4965075614664802,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,3.1354942159291497,0,7.137119442109403,0.0,0.0,0.0,4.127134385045092,0,3.1354942159291497,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,3.295836866004329,0,0.0,0.0,0.0,0.0,0.0,1,2.1972245773362196,True,False,False,True,True,False,False,False,False,False,False,False,False,False
1,2.8903717578961645,0,0.0,0.0,0.0,0.0,0.0,1,2.1972245773362196,True,False,False,True,True,False,False,False,False,False,False,False,False,False
0,4.060443010546419,0,3.9318256327243257,7.4318919168078,0.0,0.0,4.912654885736052,1,3.367295829986474,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,2.8903717578961645,0,0.0,0.0,0.0,0.0,0.0,0,3.367295829986474,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,3.58351893845611,0,0.0,0.0,0.0,0.0,0.0,1,3.6375861597263857,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,2.6390573296152584,0,0.0,0.0,0.0,0.0,0.0,1,3.58351893845611,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.332204510175204,0,7.137119442109403,0.0,3.8918202981106265,3.1354942159291497,4.927253685157205,0,3.58351893845611,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,3.4657359027997265,0,0.0,0.0,0.0,0.0,0.0,0,3.1780538303479458,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.2188758248682006,0,0.0,0.0,0.0,5.402677381872279,6.342121418721152,0,2.3978952727983707,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,2.995732273553991,0,0.0,0.0,0.0,0.0,0.0,1,3.4339872044851463,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,3.4965075614664802,0,0.0,0.0,0.0,0.0,0.0,1,3.2188758248682006,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,4.07753744390572,0,0.0,6.893656354602635,0.0,1.791759469228055,0.0,1,2.4849066497880004,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,3.091042453358316,0,5.662960480135946,0.0,2.833213344056216,4.7535901911063645,5.170483995038151,0,3.6635616461296463,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,3.6635616461296463,0,0.0,7.88998355290757,0.6931471805599453,7.362772165919547,7.300607849039457,0,1.0986122886681098,True,False,False,True,True,False,False,False,False,False,False,False,False,True
0,3.6635616461296463,0,7.137119442109403,0.0,5.087596335232384,3.367295829986474,4.787491742782046,0,1.9459101490553132,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,2.995732273553991,0,0.6931471805599453,5.393627546352362,6.513230110912307,1.0986122886681098,2.4849066497880004,1,3.295836866004329,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.295836866004329,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1.3862943611198906,0,0.0,0.0,0.0,0.0,0.0,1,3.295836866004329,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.044522437723423,0,0.0,0.0,1.3862943611198906,5.703782474656201,4.532599493153256,0,3.332204510175204,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,3.2188758248682006,0,0.0,0.0,0.0,0.0,0.0,1,1.3862943611198906,True,False,False,True,False,True,False,False,False,False,False,False,False,False
0,3.6375861597263857,0,2.8903717578961645,4.990432586778736,6.056784013228625,0.0,5.4510384535657,1,3.6109179126442243,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,3.258096538021482,0,4.143134726391533,0.0,0.0,0.0,6.863803391452954,0,3.367295829986474,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,4.04305126783455,0,0.0,0.0,0.0,0.0,0.0,1,3.4657359027997265,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.912023005428146,0,4.442651256490317,1.3862943611198906,5.996452088619021,5.313205979041787,4.59511985013459,0,2.1972245773362196,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,2.4849066497880004,0,0.0,0.0,0.0,0.0,0.0,0,3.4965075614664802,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0.6931471805599453,0,0.0,0.0,0.0,0.0,0.0,1,3.4011973816621555,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,2.1972245773362196,0,0.0,0.0,0.0,0.0,0.0,0,3.4011973816621555,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3.6888794541139363,0,0.0,0.0,2.3978952727983707,6.80128303447162,0.0,0,3.4011973816621555,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1,1.0986122886681098,0,0.0,0.0,0.0,0.0,0.0,1,3.7376696182833684,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.1780538303479458,0,0.0,0.0,2.1972245773362196,6.9782137426306985,0.0,0,3.7376696182833684,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3.7376696182833684,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3.6888794541139363,0,6.008813185442595,0.0,6.7661917146603505,0.0,0.0,1,3.7612001156935624,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,3.258096538021482,0,6.959398512133975,0.0,6.579251212010101,0.0,2.0794415416798357,0,1.791759469228055,False,True,True,False,False,False,True,False,False,False,False,False,True,False
